"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","DocumentUrl","DOI"
"No basis for wall emergency, former security officials say; The facts do not support Trump's border proclamation, 58 ex-secretaries and advisors declare.","","","Los Angeles Times","Newspapers","","","","2019-02-26","Feb 26, 2019","A.10","","A.10","04583035","","","ENG","https://www.proquest.com/docview/2185781935?accountid=11226&bdid=72302&_bd=dXFATxiEei1BEmsFwfe3RQ%2BanRY%3D",""
"LETTERS; Blaming the 'burbs","","","Los Angeles Times","Newspapers","","","","2019-06-09","Jun 9, 2019","A.19","","A.19","04583035","","","ENG","https://www.proquest.com/docview/2237002469?accountid=11226&bdid=72302&_bd=1GdxiTBdTnByYN0MThRs2UqxXeI%3D",""
"A Model Detective, a Police-Obsessed Thief and a Chaotic Clash","[Metropolitan Desk]","Watkins, Ali; Winston, Ali","New York Times","Newspapers","","","","2019-02-19","Feb 19, 2019","A.1","","A.1","03624331","","","ENG","https://www.proquest.com/docview/2183004020?accountid=11226&bdid=72302&_bd=Kz3WKtu2FnkS2U8hN2P88BoNFBw%3D",""
"Enzian adds Uncomfortable Brunch, mixing food, films","","Boedeker, Hal","Orlando Sentinel","Newspapers","","","","2019-07-06","Jul 6, 2019","A.2","","","","","","ENG","https://www.proquest.com/docview/2252645979?accountid=11226&bdid=72302&_bd=PWy49rrx53rwlSn6rqAVFLjDx1Y%3D",""
"Movie listings","","","Chicago Tribune","Newspapers","","","","2019-12-26","Dec 26, 2019","26","","","10856706","","","ENG","https://www.proquest.com/docview/2330548837?accountid=11226&bdid=72302&_bd=%2FURqdLcyU0UjcYhaUnmaGROB5Lk%3D",""
"1 dead after fight turns into shooting in Phoenix","","Cruz, Mike","Arizona Republic","Newspapers","","","","2019-10-12","Oct 12, 2019","Z.713","","","08928711","","","ENG","https://www.proquest.com/docview/2304053761?accountid=11226&bdid=72302&_bd=Jy87x83ziMX1o0ynR7vYMTHZVdM%3D",""
"Local Digest","","","St. Louis Post - Dispatch","Newspapers","","","","2019-11-20","Nov 20, 2019","A.8","","","19309600","","","ENG","https://www.proquest.com/docview/2315947701?accountid=11226&bdid=72302&_bd=HoNAYXsNeQWkhYZ9ZNNPfspRuNw%3D",""
"Police searching for gunman in Phoenix shooting that killed 1","","Carpenter, Aubrey","Arizona Republic","Newspapers","","","","2019-07-10","Jul 10, 2019","Z.76","","","08928711","","","ENG","https://www.proquest.com/docview/2254330231?accountid=11226&bdid=72302&_bd=YVhHwLagJgOg384sVHbDAliF%2F6o%3D",""
"A Red-Flag Law to Tackle Gun Violence","","Rubio, Marco","New York Times","Newspapers","","","","2019-09-13","Sep 13, 2019","A.31","","","","","","ENG","https://www.proquest.com/docview/2292070912?accountid=11226&bdid=72302&_bd=RtS0oohwGI0B92MPvOviuY8IFOY%3D",""
"Blood in Trash Matches Missing Mother","[Metropolitan Desk]","Weinstock, Cheryl P; Gold, Michael","New York Times","Newspapers","","","","2019-06-04","Jun 4, 2019","A.23","","A.23","03624331","","","ENG","https://www.proquest.com/docview/2234336616?accountid=11226&bdid=72302&_bd=UW1%2FfFVEjGAS5vVU3tYH9U0Lryo%3D",""
"Letters to the editor, Dec. 3","","","St. Louis Post - Dispatch","Newspapers","","","","2019-12-03","Dec 3, 2019","A.8","","","19309600","","","ENG","https://www.proquest.com/docview/2320886600?accountid=11226&bdid=72302&_bd=fBikd4FfJPe42q5hMljoT7e6ni4%3D",""
"'Hamilton' in Puerto Rico; Lin-Manuel Miranda brings his mega-musical to his parents' troubled homeland","","Gelt, Jessica","Los Angeles Times","Newspapers","","","","2019-01-14","Jan 14, 2019","E.1","","E.1","04583035","","","ENG","https://www.proquest.com/docview/2166647016?accountid=11226&bdid=72302&_bd=VCrhOfDnE8j0dRIfkdDsTzsXcOQ%3D",""
"Bi-State's new leader ousts Metro security chief, top assistant (copy)","","Schlinkmann, Mark","St. Louis Post - Dispatch","Newspapers","","","","2019-01-20","Jan 20, 2019","A.3","","","19309600","","","ENG","https://www.proquest.com/docview/2168889804?accountid=11226&bdid=72302&_bd=XjsYPL8eI%2B9ThetJ5aKpF3UUOaM%3D",""
"Brnovich is the 'people's lawyer.' The Supreme Court should say so","Is education in Arizona 'as nearly free as possible'? There's only one person who can sue to find out","","Arizona Republic","Newspapers","","","","2019-09-08","Sep 8, 2019","D.4","","","08928711","","","ENG","https://www.proquest.com/docview/2286245625?accountid=11226&bdid=72302&_bd=p66IxGkOCWwWrR%2FLMfb7hxx%2FTpU%3D",""
"When Localities Weigh In on Guns","[Op-Ed]","Metzl, Jonathan M","New York Times","Newspapers","","","","2019-03-12","Mar 12, 2019","A.23","","A.23","03624331","","","ENG","https://www.proquest.com/docview/2189919368?accountid=11226&bdid=72302&_bd=nlfJKiNyEyNjUBwE15RcpmGoy1o%3D",""
"Trump is right to call out Democrats for their hypocrisy on sanctuary cities","","Thiessen, Marc A","Chicago Tribune","Newspapers","","","","2019-04-22","Apr 22, 2019","12","","","10856706","","","ENG","https://www.proquest.com/docview/2211898188?accountid=11226&bdid=72302&_bd=pul8LU2nm8pPBxA%2BMrQKV%2BmG3n4%3D",""
"Notable & Quotable: Trump Fetes Dog","","","Wall Street Journal","Newspapers","","","","2019-12-03","Dec 3, 2019","A.15","","","00999660","","","ENG","https://www.proquest.com/docview/2320604226?accountid=11226&bdid=72302&_bd=pignoHLdXqWLlcCIwEOmZKCfWb4%3D",""
"FOP's clownish 'no confidence' vote only gives Superintendent Eddie Johnson extra job security, for now","","","Chicago Tribune","Newspapers","","","","2019-10-27","Oct 27, 2019","18","","","10856706","","","ENG","https://www.proquest.com/docview/2308933520?accountid=11226&bdid=72302&_bd=hob5xz92VKDgCmGrnsJJXnfhFo8%3D",""
"2020 OLYMPICS TOKYO; L.A. has nine years to fix its crisis","","Hernandez, Dylan","Los Angeles Times","Newspapers","","","","2019-08-13","Aug 13, 2019","D.1","","D.1","04583035","","","ENG","https://www.proquest.com/docview/2272147960?accountid=11226&bdid=72302&_bd=%2ByP30U3exw50hMjLZKWnSyr1%2BMs%3D",""
"World News: Migrants Kept In Mexico Face Gang Threats And Violence","","Whelan, Robbie","Wall Street Journal","Newspapers","","","","2019-12-30","Dec 30, 2019","A.9","","","00999660","","","ENG","https://www.proquest.com/docview/2331197350?accountid=11226&bdid=72302&_bd=IukQymfJuwTE7vK28GZ%2B%2FeUS0HQ%3D",""
"NEWS BRIEFING","","Staff","Chicago Tribune","Newspapers","","","","2019-12-02","Dec 2, 2019","10","","","10856706","","","ENG","https://www.proquest.com/docview/2320367209?accountid=11226&bdid=72302&_bd=1OwKyHeE59mAFwMEPtunHBp83uo%3D",""
"While Their Children Clash, Hong Kong's Parents Fret --- Public unrest is taking a personal toll; 'Mom says come home'","","Khan, Natasha","Wall Street Journal","Newspapers","","","","2019-09-03","Sep 3, 2019","A.1","","","00999660","","","ENG","https://www.proquest.com/docview/2283187414?accountid=11226&bdid=72302&_bd=Nb%2Fq9MIwSOsFJNOO1KOfJ2N0oeU%3D",""
"Listening To Royalty As Brexit Drones On","[Foreign Desk]","Landler, Mark; Castle, Stephen","New York Times","Newspapers","","","","2019-10-15","Oct 15, 2019","A.4","","A.4","03624331","","","ENG","https://www.proquest.com/docview/2305355752?accountid=11226&bdid=72302&_bd=6NyaNfYZWN2nFT10vAlOZTEjhfg%3D",""
"CITY & STATE; 'You're looking at a grateful man'; Burglar was given a 50-year prison term in 2003. A resentencing law has freed him.","","Repard, Pauline","Los Angeles Times","Newspapers","","","","2019-08-03","Aug 3, 2019","B.3","","B.3","04583035","","","ENG","https://www.proquest.com/docview/2268031501?accountid=11226&bdid=72302&_bd=s6KU2M0XoQKi55zpXdw8LcIp0J8%3D",""
"Insurer: Calif. fire was costliest natural disaster in 2018","","","St. Louis Post - Dispatch","Newspapers","","","","2019-01-09","Jan 9, 2019","A.9","","","19309600","","","ENG","https://www.proquest.com/docview/2165052848?accountid=11226&bdid=72302&_bd=6COLdOUQnisCtR3PhfWXYlld9zQ%3D",""
"Messenger: Strapped to a chair in jail, Billy Ames pleaded for his life. 'They did nothing.'","","Messenger, Tony","St. Louis Post - Dispatch","Newspapers","","","","2019-03-17","Mar 17, 2019","A.2","","","19309600","","","ENG","https://www.proquest.com/docview/2193152790?accountid=11226&bdid=72302&_bd=aVtg9iLWGLRKSxh8czFUt8J7bRU%3D",""
"How wiping out low-level pot convictions, arrests will work","","McCoppin, Robert","Chicago Tribune","Newspapers","","","","2019-09-01","Sep 1, 2019","6","","","10856706","","","ENG","https://www.proquest.com/docview/2282972227?accountid=11226&bdid=72302&_bd=ZCQYtaDLGXDg8URvoYK8g01f9gM%3D",""
"After murdering as minors, some Missouri prison inmates could be paroled under new court order","","Erickson, Kurt","St. Louis Post - Dispatch","Newspapers","","","","2019-08-09","Aug 9, 2019","A.5","","","19309600","","","ENG","https://www.proquest.com/docview/2269917534?accountid=11226&bdid=72302&_bd=M%2BzWM%2FWhY5MgD8LUuoDIcFkLOLg%3D",""
"St. Louis official says dangerous inmates being released; Court puts bail order on hold","","Currier, Joel","St. Louis Post - Dispatch","Newspapers","","","","2019-06-21","Jun 21, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2244089781?accountid=11226&bdid=72302&_bd=f4eYDV96kvpJqjZiLtT1u9ebzV0%3D",""
"A new strategy emerges to help ex-felons get the vote; Orlando Sentinel Editorial","","","Orlando Sentinel","Newspapers","","","","2019-07-02","Jul 2, 2019","A.11","","","","","","ENG","https://www.proquest.com/docview/2250501951?accountid=11226&bdid=72302&_bd=pJCtxnMFy%2BI1gQ8PhFTEyhTQCoc%3D",""
"Bridging the Divide","[Letter]","","New York Times","Newspapers","","","","2019-12-25","Dec 25, 2019","A.20","","A.20","03624331","","","ENG","https://www.proquest.com/docview/2330268530?accountid=11226&bdid=72302&_bd=xI9z4zcB1PZ1%2BAHnDAVlVhqbaks%3D",""
"N.Y.P.D. Swells Gene Database Using Sly Tests","[Metropolitan Desk]","Ransom, Jan; Southall, Ashley","New York Times","Newspapers","","","","2019-08-16","Aug 16, 2019","A.1","","A.1","03624331","","","ENG","https://www.proquest.com/docview/2273637936?accountid=11226&bdid=72302&_bd=YzErb2inQmAfTYB4ocAPAaZ5hUs%3D",""
"10 Wounded in shooting near New Orleans' French Quarter Montgomery unveils statue of civil rights icon Rosa Parks Weather hampers probe of S.D. plane crash that killed 9 Malta leader to resign amid protests over reporter's death 19 people report illnesses on Calif. cruise ship Hong Kong democracy rally cut short by tear gas","","","Orlando Sentinel","Newspapers","","","","2019-12-02","Dec 2, 2019","A.3","","","","","","ENG","https://www.proquest.com/docview/2320880985?accountid=11226&bdid=72302&_bd=mP5LYblHZrCWu203g%2BgMXKW5ez4%3D",""
"Not So Sorry For Toxic Men Anymore","[The Arts/Cultural Desk]","Collins-Hughes, Laura","New York Times","Newspapers","","","","2019-04-16","Apr 16, 2019","C.1","","C.1","03624331","","","ENG","https://www.proquest.com/docview/2209829078?accountid=11226&bdid=72302&_bd=b3254mYP%2BZSq5bs4LpRhvQbCkSQ%3D",""
"Fla. jail deputies serve ICE warrants; New arrangement drawing criticism from experts, activists","","Ocasio, Bianca Padr","Orlando Sentinel","Newspapers","","","","2019-05-12","May 12, 2019","A.1","","","","","","ENG","https://www.proquest.com/docview/2223117497?accountid=11226&bdid=72302&_bd=i%2BT46%2FeXXoEq4RxsVQQ%2Fi5ZdHnY%3D",""
"Tech Backlash Puts Silicon Valley on Edge --- Incidents targeting executives stir safety concerns; $20 million to protect Zuckerberg","","McMillan, Robert; Horwitz, Jeff","Wall Street Journal","Newspapers","","","","2019-05-10","May 10, 2019","B.4","","","00999660","","","ENG","https://www.proquest.com/docview/2222447554?accountid=11226&bdid=72302&_bd=VtU64st5SmAPJHEMioUah3yBOpA%3D",""
"Could the '95 heat deaths happen again?","Climate change, income disparities keep Chicago at risk","Klinenberg, Eric; Helfand, Judith","Chicago Tribune","Newspapers","","","","2019-07-10","Jul 10, 2019","18","","","10856706","","","ENG","https://www.proquest.com/docview/2254346202?accountid=11226&bdid=72302&_bd=n%2Btfgr5vjSpj4zhZaMzgxGAyWhA%3D",""
"'Sign and go away quietly': Texts reveal details of chief resignation","","Burkitt, Bree","Arizona Republic","Newspapers","","","","2019-12-22","Dec 22, 2019","A.2","","","08928711","","","ENG","https://www.proquest.com/docview/2329519632?accountid=11226&bdid=72302&_bd=14lPnmGvDcqda1gSWaKCaimEU4k%3D",""
"Police need to more heavily patrol social media beat","","","Arizona Republic","Newspapers","","","","2019-08-18","Aug 18, 2019","D.3","","","08928711","","","ENG","https://www.proquest.com/docview/2613224077?accountid=11226&bdid=72302&_bd=RZ5%2B8DqhRkoohUSBTJOYdyHETb4%3D",""
"2 teens held in murders","Workers at coffee shop on Roosevelt Row killed","","Arizona Republic","Newspapers","","","","2019-08-22","Aug 22, 2019","A.1","","","08928711","","","ENG","https://www.proquest.com/docview/2612784926?accountid=11226&bdid=72302&_bd=P7FUc0Y5Dvygf47RKMfZz87Vaw0%3D",""
"Lawmakers pass ex-felon voting rights restrictions; Dems liken measure to 'poll tax,' since it requires payment for rights to be restored","","Rohrer, Gray; Swisher, Skyler","Orlando Sentinel","Newspapers","","","","2019-05-04","May 4, 2019","A.1","","","","","","ENG","https://www.proquest.com/docview/2219460963?accountid=11226&bdid=72302&_bd=PbCvb1KuUbI3EJQrvRJnkOzZoic%3D",""
"Brnovich is the 'people's lawyer.' The Supreme Court should say so","Is education in Arizona 'as nearly free as possible'? There's only one person who can sue to find out","","Arizona Republic","Newspapers","","","","2019-09-08","Sep 8, 2019","D.3","","","08928711","","","ENG","https://www.proquest.com/docview/2612184406?accountid=11226&bdid=72302&_bd=EXBwGz2Yncv2C4cgGCeXA%2BwqJpk%3D",""
"McClellan: A St. Louis judge leaves the bench","","","St. Louis Post - Dispatch","Newspapers","","","","2019-03-10","Mar 10, 2019","B.1","","","19309600","","","ENG","https://www.proquest.com/docview/2189525283?accountid=11226&bdid=72302&_bd=888XsNO03yOtc%2FAIU6479tV9j9Y%3D",""
"St. Louis officials ask for delay in judge's ruling; say they can't hold 700 bond hearings for inmates in 1 week","","Patrick, Robert","St. Louis Post - Dispatch","Newspapers","","","","2019-06-14","Jun 14, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2239624405?accountid=11226&bdid=72302&_bd=T0mR4jIfIMjfZixpSsnNuzbLJSY%3D",""
"It's Too Late to Ban Assault Weapons","[Editorial]","Kingsbury, Alex","New York Times","Newspapers","","","","2019-08-17","Aug 17, 2019","A.22","","A.22","03624331","","","ENG","https://www.proquest.com/docview/2274189682?accountid=11226&bdid=72302&_bd=xYgiN%2BXU%2BKIN4ReS%2BpPaRpU5fns%3D",""
"Bill proposes more police training about disabilities","","Polletta, Maria","Arizona Republic","Newspapers","","","","2019-02-09","Feb 9, 2019","A.4","","","08928711","","","ENG","https://www.proquest.com/docview/2177605177?accountid=11226&bdid=72302&_bd=lJKxRlrGHRW5%2FU0KT5%2FcALLB6fM%3D",""
"Domestic Extremism Festered for a Decade as the U.S. Turned Its Back","[National Desk]","Benner, Katie","New York Times","Newspapers","","","","2019-08-12","Aug 12, 2019","A.14","","A.14","03624331","","","ENG","https://www.proquest.com/docview/2271663699?accountid=11226&bdid=72302&_bd=wEmBMHC7H1WxHw5ACt72wk2DyOY%3D",""
"O.C. sheriff attacks ruling on shackling of inmates; He insists that binding all detainees at the waist in courthouses is necessary for safety.","","Gerber, Marisa","Los Angeles Times","Newspapers","","","","2019-11-25","Nov 25, 2019","B.1","","B.1","04583035","","","ENG","https://www.proquest.com/docview/2317499285?accountid=11226&bdid=72302&_bd=42Pt8dKzAdZz8T4p1hVSg8UhyIA%3D",""
"Hats now an unforgivable offense","","Lowry, Bruce","Arizona Republic","Newspapers","","","","2019-01-28","Jan 28, 2019","A.9","","","08928711","","","ENG","https://www.proquest.com/docview/2171609478?accountid=11226&bdid=72302&_bd=6hnTnavOTByyL5QNyQuYJUgG0mA%3D",""
"VOICE OF THE PEOPLE","","","Chicago Tribune","Newspapers","","","","2019-08-16","Aug 16, 2019","15","","","10856706","","","ENG","https://www.proquest.com/docview/2273663417?accountid=11226&bdid=72302&_bd=49oBAneXqYIAS9mCkZ1YdHWTt9o%3D",""
"Joe's St. Louis: Area doctor chips in to help a good cause; former radio host mourned","","Holleman, Joe","St. Louis Post - Dispatch","Newspapers","","","","2019-07-25","Jul 25, 2019","A.2","","","19309600","","","ENG","https://www.proquest.com/docview/2263282050?accountid=11226&bdid=72302&_bd=ZhQFt3BEbPdWrFglrtctN0nRdN0%3D",""
"City releases video from police pursuit, shooting","Fatal crash ended July 10 chase; man was slain July 8","Buckley, Madeline","Chicago Tribune","Newspapers","","","","2019-09-08","Sep 8, 2019","17","","","10856706","","","ENG","https://www.proquest.com/docview/2286265323?accountid=11226&bdid=72302&_bd=y1A1Etbs8rvxXTDLeWWNJxVzegw%3D",""
"U.S. News: U.S. Watch","","","Wall Street Journal","Newspapers","","","","2019-05-28","May 28, 2019","A.2","","","00999660","","","ENG","https://www.proquest.com/docview/2230593549?accountid=11226&bdid=72302&_bd=cDccZ9TVeSXcacCDRCg6x6gYSbs%3D",""
"THE SUNDAY CONVERSATION; Taking 'Life' as it comes","","Rochlin, Margy","Los Angeles Times","Newspapers","","","","2019-11-17","Nov 17, 2019","E.3","","E.3","04583035","","","ENG","https://www.proquest.com/docview/2314878384?accountid=11226&bdid=72302&_bd=hBrpJTgtAUaMk7AKwxbW4P7hSg0%3D",""
"A man lost a lawsuit over his warrantless arrest, but St. Louis County is making changes anyway","","Byers, Christine; Patrick, Robert; O'Dea, Janelle","St. Louis Post - Dispatch","Newspapers","","","","2019-01-01","Jan 1, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2162476395?accountid=11226&bdid=72302&_bd=Uljn%2BGJcguOi1KXKKuoKHcGeT8w%3D",""
"St. Louis needs a bailout. There is another option.","","Fitch, Tim","St. Louis Post - Dispatch","Newspapers","","","","2019-02-13","Feb 13, 2019","A.13","","","19309600","","","ENG","https://www.proquest.com/docview/2178963223?accountid=11226&bdid=72302&_bd=8cxPlpbS1bKKdY3V3%2BgTX03oFhw%3D",""
"Search for Missing Woman Intensifies","[Metropolitan Desk]","Gold, Michael","New York Times","Newspapers","","","","2019-06-01","Jun 1, 2019","A.20","","A.20","03624331","","","ENG","https://www.proquest.com/docview/2233018717?accountid=11226&bdid=72302&_bd=Bw8ZBjVG2XsjLe4bdD1q7digk2I%3D",""
"Investigators Focus on DNA Evidence in Morningside Park Stabbing","[Metropolitan Desk]","Sandoval, Edgar; Ransom, Jan","New York Times","Newspapers","","","","2019-12-28","Dec 28, 2019","A.16","","A.16","03624331","","","ENG","https://www.proquest.com/docview/2330919810?accountid=11226&bdid=72302&_bd=uHgj4cUbxDsnBgUGbrbdgcUTh2A%3D",""
"Letters to the editor, June 25","","","St. Louis Post - Dispatch","Newspapers","","","","2019-06-25","Jun 25, 2019","A.8","","","19309600","","","ENG","https://www.proquest.com/docview/2246396464?accountid=11226&bdid=72302&_bd=%2BWlg%2BvDdOQxSuIhdL%2BxEy4f6C64%3D",""
"Lightfoot's tough love","Will you stick with her, Chicago?","","Chicago Tribune","Newspapers","","","","2019-05-21","May 21, 2019","11","","","10856706","","","ENG","https://www.proquest.com/docview/2227731266?accountid=11226&bdid=72302&_bd=YmAuc5wVjBid1qbaERA2OdnB6wQ%3D",""
"Employee residency repeal facing St. Louis aldermen as they reconvene this week","","Schlinkmann, Mark","St. Louis Post - Dispatch","Newspapers","","","","2019-09-09","Sep 9, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2286956894?accountid=11226&bdid=72302&_bd=cqDOyRekcgwUr3TQlP%2Bowz89AYw%3D",""
"Corporations Can Do Better","[Op-Ed]","Wu, Tim","New York Times","Newspapers","","","","2019-09-24","Sep 24, 2019","A.29","","A.29","03624331","","","ENG","https://www.proquest.com/docview/2295921577?accountid=11226&bdid=72302&_bd=Lynwakqz4LmKAGW6IYHqcFn0h0U%3D",""
"Husband Held In Vanishing Of Mother of 5 In Connecticut","[Metropolitan Desk]","Goldbaum, Christina","New York Times","Newspapers","","","","2019-06-03","Jun 3, 2019","A.19","","A.19","03624331","","","ENG","https://www.proquest.com/docview/2233678941?accountid=11226&bdid=72302&_bd=T3B%2F8galrPOvPVxmSw6yok0iUIs%3D",""
"Attorney general is on a mission; William Barr wants to restore the Justice Dept.'s reputation. His biggest test will be the Mueller report.","","Wilber, Del Quentin","Los Angeles Times","Newspapers","","","","2019-03-19","Mar 19, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2193452248?accountid=11226&bdid=72302&_bd=8v%2BKmHj%2BU4ZGKocqQu3wn7o3XYA%3D",""
"Body of sailor killed at Pearl Harbor is identified (copy)","","","St. Louis Post - Dispatch","Newspapers","","","","2019-03-12","Mar 12, 2019","A.13","","","19309600","","","ENG","https://www.proquest.com/docview/2190063351?accountid=11226&bdid=72302&_bd=4wOjqfVEkxBvuTCwTM6edLrID%2BA%3D",""
"Lawmakers pass ex-felon voting rights restrictions; Dems liken measure to 'poll tax,' since it requires payment for rights to be restored","","Rohrer, Gray; Swisher, Skyler","Orlando Sentinel","Newspapers","","","","2019-05-04","May 4, 2019","A.1","","","","","","ENG","https://www.proquest.com/docview/2219460263?accountid=11226&bdid=72302&_bd=uEr%2FK8SmmCluI1LRSvJjjqmrJ9U%3D",""
"'Terrifying:' Man shot and killed at MetroLink station after dispute on train","","David Hunn,","St. Louis Post - Dispatch","Newspapers","","","","2019-05-23","May 23, 2019","A.9","","","19309600","","","ENG","https://www.proquest.com/docview/2229175222?accountid=11226&bdid=72302&_bd=8m8ycdVFmz62udO%2B07S3IT2jlvU%3D",""
"F.B.I. Agents' Leader Says Resources Are 'Stretched to the Breaking Point'","[National Desk]","Benner, Katie","New York Times","Newspapers","","","","2019-01-23","Jan 23, 2019","A.15","","A.15","03624331","","","ENG","https://www.proquest.com/docview/2169529223?accountid=11226&bdid=72302&_bd=qTMFJRRLzxQsUzbZ34nruE8avuM%3D",""
"God Is Now Trump's Co-Conspirator","[Op-Ed]","Krugman, Paul","New York Times","Newspapers","","","","2019-10-15","Oct 15, 2019","A.26","","A.26","03624331","","","ENG","https://www.proquest.com/docview/2305355796?accountid=11226&bdid=72302&_bd=87q%2FgiCyI%2Buk9TfVB2ikq50GaAE%3D",""
"Henry Webber: A city divided cannot stand","","Webber, Henry S","St. Louis Post - Dispatch","Newspapers","","","","2019-11-15","Nov 15, 2019","A.13","","","19309600","","","ENG","https://www.proquest.com/docview/2314552668?accountid=11226&bdid=72302&_bd=rrW8PsPs3Ayv5abnY3%2FqPsU07Dw%3D",""
"McClellan: A St. Louis judge leaves the bench","","McClellan, Bill","St. Louis Post - Dispatch","Newspapers","","","","2019-03-10","Mar 10, 2019","B.1","","","19309600","","","ENG","https://www.proquest.com/docview/2189517104?accountid=11226&bdid=72302&_bd=8f%2BSZPbFfnQekKsfGdXzxLBw1Nw%3D",""
"ELECTION 2020; Harris brings liberal vision to Iowa; At a town hall in Des Moines, senator calls for stricter gun laws, a Green New Deal and Medicare for all.","","Mason, Melanie","Los Angeles Times","Newspapers","","","","2019-01-29","Jan 29, 2019","A.6","","A.6","04583035","","","ENG","https://www.proquest.com/docview/2171951039?accountid=11226&bdid=72302&_bd=ZZU3vG2OZysjT%2BwgL0C39Kb6dKU%3D",""
"How Lightfoot broke the rules and beat the establishment","","","Chicago Tribune","Newspapers","","","","2019-04-03","Apr 3, 2019","15","","","10856706","","","ENG","https://www.proquest.com/docview/2202121007?accountid=11226&bdid=72302&_bd=ODS%2FGv8gb%2FkKY7Mh2KUjmpH2OiA%3D",""
"THE NATION; Atlanta suburbs face key public transit vote; Gwinnett County, once majority-white, confronts its past with Tuesday's referendum.","","Jarvie, Jenny","Los Angeles Times","Newspapers","","","","2019-03-18","Mar 18, 2019","A.6","","A.6","04583035","","","ENG","https://www.proquest.com/docview/2193084222?accountid=11226&bdid=72302&_bd=afZMgeTkSgoW2q2LP0GNG1iyNFA%3D",""
"2 teens held in murders","Workers at coffee shop on Roosevelt Row killed","Curtis, Chelsea","Arizona Republic","Newspapers","","","","2019-08-22","Aug 22, 2019","A.4","","","08928711","","","ENG","https://www.proquest.com/docview/2277318025?accountid=11226&bdid=72302&_bd=SCjUyL1%2Fbni02oc0K1DDWLroOw4%3D",""
"'They are totally overlooked'","Young black girls viewed as less innocent, study finds. To that, I cry foul.","Rockett, Darcel","Chicago Tribune","Newspapers","","","","2019-05-28","May 28, 2019","2","","","10856706","","","ENG","https://www.proquest.com/docview/2230577066?accountid=11226&bdid=72302&_bd=0LrpFfshyNOtlStfKoW34nN8I7M%3D",""
"U.S. News: U.S. Watch","","","Wall Street Journal","Newspapers","","","","2019-11-09","Nov 9, 2019","A.2","","","00999660","","","ENG","https://www.proquest.com/docview/2313007722?accountid=11226&bdid=72302&_bd=jwF6geGRndsDQcvgss7XMVykPTk%3D",""
"No Gun Ban, But Activists Say Retailers Took a Step","[Business/Financial Desk]","Corkery, Michael","New York Times","Newspapers","","","","2019-09-10","Sep 10, 2019","B.1","","B.1","03624331","","","ENG","https://www.proquest.com/docview/2287275691?accountid=11226&bdid=72302&_bd=tr0216olX9ZAVwDwtpRJ1k1KaA8%3D",""
"Mexicali rejects migrant shelter; As plans stall, activists question what Mexico is actually doing to protect returned asylum seekers.","","Fry, Wendy","Los Angeles Times","Newspapers","","","","2019-11-26","Nov 26, 2019","B.4","","B.4","04583035","","","ENG","https://www.proquest.com/docview/2317789958?accountid=11226&bdid=72302&_bd=MF%2Flbc0lay1bKEDXOWfUKWTQW%2Fo%3D",""
"FOP's clownish 'no confidence' vote only gives Superintendent Eddie Johnson extra job security, for now","","Zorn, Eric","Chicago Tribune","Newspapers","","","","2019-10-27","Oct 27, 2019","18","","","10856706","","","ENG","https://www.proquest.com/docview/2308922979?accountid=11226&bdid=72302&_bd=T6O%2B%2BCuk3wOI%2FU01mvdNDuyw%2F88%3D",""
"Woman thought newborn was dead","Grandmother helped save baby's life, also faces felony charges","Malagon, Elvia; Crepeau, Megan; Sobol, Rosemary; Gorner, Jeremy","Chicago Tribune","Newspapers","","","","2019-05-11","May 11, 2019","1","","","10856706","","","ENG","https://www.proquest.com/docview/2222886902?accountid=11226&bdid=72302&_bd=1JtfY8TJrwj9mWQ1i%2BkrMmins5c%3D",""
"Democratic mayors and the gift of Donald Trump","","Kass, John","Chicago Tribune","Newspapers","","","","2019-10-30","Oct 30, 2019","2","","","10856706","","","ENG","https://www.proquest.com/docview/2310212233?accountid=11226&bdid=72302&_bd=sSfXfgh05Uo6saDx7mp3QEmeS20%3D",""
"Our choices for Chicago City Council: Wards 47-50","","","Chicago Tribune","Newspapers","","","","2019-02-12","Feb 12, 2019","11","","","10856706","","","ENG","https://www.proquest.com/docview/2178525381?accountid=11226&bdid=72302&_bd=CghzZtztw932bbrCq4zX2EfG0N4%3D",""
"Three Years and 55 Minutes Later, Justice Thomas Ends Another Silent Streak","[National Desk]","Liptak, Adam","New York Times","Newspapers","","","","2019-03-21","Mar 21, 2019","A.18","","A.18","03624331","","","ENG","https://www.proquest.com/docview/2194526190?accountid=11226&bdid=72302&_bd=UfNecUxRX0rbsHyvfJtRg4ZHJRM%3D",""
"Bi-State's new leader ousts Metro security chief, top assistant","","Schlinkmann, Mark","St. Louis Post - Dispatch","Newspapers","","","","2019-01-19","Jan 19, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2168525185?accountid=11226&bdid=72302&_bd=W4IQA3pcrrkOpcTjW6MVnLwBz8U%3D",""
